gender	age	Average_age	Types
F	56	50.94	['Drama', 'Musical', 'Romance', "Children's", 'Comedy']
M	35	33.62	['Drama', 'Action', 'War', 'Thriller', 'Crime']
M	56	45.86	['Drama', 'Comedy', 'War', 'Romance', 'Documentary']
M	35	27.82	['Action', 'Drama', 'Thriller', 'War', 'Adventure']
F	56	32.84	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	25	27.16	['Drama', 'Comedy', 'Animation', 'Documentary', 'Sci-Fi']
M	18	30.86	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
F	35	31.2	['Drama', 'Comedy', 'Romance', 'Documentary', 'Action']
M	56	47.38	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	25	44.04	['Drama', 'Comedy', 'War', 'Animation', 'Romance']
M	18	46.98	['Drama', 'Thriller', 'Film-Noir', 'Comedy', 'War']
M	56	39.9	['Drama', 'War', 'Thriller', 'Comedy', 'Romance']
F	25	23.02	['Drama', 'Comedy', 'War', 'Action', 'Romance']
F	18	47.94	['Drama', 'Comedy', 'Romance', 'Mystery', 'Thriller']
M	45	48.96	['Drama', 'Comedy', 'Film-Noir', 'Romance', 'Documentary']
F	1	48.44	['Drama', 'Comedy', 'Romance', 'War', 'Adventure']
M	50	51.06	['Drama', 'Adventure', 'Comedy', 'Action', 'War']
F	56	55.46	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	35	42.02	['Drama', 'Comedy', 'Crime', 'War', 'Thriller']
F	45	38.9	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	25	30.22	['Drama', 'Action', 'Thriller', 'Sci-Fi', 'Crime']
M	25	37.26	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	25	43.64	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	25	41.4	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	18	29.82	['Drama', 'Comedy', 'Action', 'Documentary', 'Adventure']
F	18	32.06	['Drama', 'Crime', 'Thriller', 'Action', 'War']
M	18	50.38	['Drama', 'War', 'Comedy', 'Documentary', 'Thriller']
F	18	27.18	['Drama', 'Romance', 'Comedy', "Children's", 'Musical']
M	25	38.16	['Drama', 'Comedy', 'War', 'Film-Noir', 'Action']
F	56	45.5	['Drama', 'Documentary', 'Comedy', 'War', 'Adventure']
M	25	44.68	['Drama', 'War', 'Comedy', 'Thriller', 'Mystery']
M	18	29.26	['Drama', 'Action', 'Thriller', 'Crime', 'Adventure']
M	25	43.74	['Drama', 'War', 'Comedy', 'Action', 'Crime']
M	56	42.4	['Drama', 'Comedy', 'Adventure', 'Documentary', 'War']
M	25	37.94	['Drama', 'Comedy', 'Documentary', 'Romance', 'Mystery']
M	50	44.9	['Drama', 'Comedy', 'Action', 'War', 'Film-Noir']
F	35	28.08	['Drama', 'Romance', 'Comedy', "Children's", 'Musical']
M	1	25.58	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	25	29.54	['Drama', 'Action', 'Thriller', 'War', 'Comedy']
M	35	48.06	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
M	50	36.88	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	25	25.32	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	1	48.48	['Drama', 'War', 'Thriller', 'Film-Noir', 'Mystery']
M	18	31.58	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Thriller']
M	25	44.2	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	50	50.66	['Drama', 'Crime', 'Thriller', 'Film-Noir', 'War']
M	18	35.42	['Drama', 'Comedy', 'Documentary', 'Animation', 'Adventure']
M	25	29.4	['Drama', 'Comedy', 'Romance', 'Documentary', 'Animation']
M	56	27.28	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	18	32.54	['Drama', 'Action', 'War', 'Adventure', 'Crime']
M	18	20.42	['Comedy', 'Drama', 'Romance', 'Action', 'Sci-Fi']
M	25	25.76	['Action', 'Drama', 'Adventure', 'Thriller', 'Comedy']
M	18	46.7	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	38.22	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
M	18	30.32	['Drama', 'Comedy', 'Crime', 'Thriller', 'Action']
M	56	34.84	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	25	39.06	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
M	25	27.16	['Drama', 'Comedy', 'Romance', 'Animation', 'Documentary']
M	18	28.18	['Drama', 'Action', 'Comedy', 'Crime', 'War']
F	50	30.66	['Drama', 'Comedy', 'Documentary', 'Crime', 'Romance']
M	35	47.46	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
F	25	42.5	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
M	18	37.52	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
F	45	32.24	['Drama', 'Comedy', 'Crime', 'Action', 'Documentary']
M	50	54.56	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'War']
M	35	34.98	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
F	45	45.5	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
M	35	38.56	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	18	36.4	['Drama', 'Crime', 'Thriller', 'Comedy', 'Documentary']
M	25	49.98	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Thriller']
M	18	24.56	['Comedy', 'Drama', 'Action', 'Adventure', 'Thriller']
M	25	38.68	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	18	29.8	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
F	18	34.58	['Drama', 'Comedy', 'Adventure', 'Crime', 'Action']
M	35	50.24	['Drama', 'War', 'Comedy', 'Thriller', 'Adventure']
M	25	28.14	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	25	50.88	['Drama', 'Comedy', 'Romance', 'Adventure', 'Musical']
M	18	37.38	['Drama', 'Action', 'Crime', 'Adventure', 'War']
F	50	42.68	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
M	25	32.0	['Drama', 'Action', 'Comedy', 'Crime', 'Documentary']
M	35	51.78	['Drama', 'War', 'Thriller', 'Adventure', 'Film-Noir']
M	18	25.76	['Drama', 'Thriller', 'Comedy', 'Horror', 'Action']
F	45	47.16	['Drama', 'Comedy', 'Romance', 'Documentary', 'Musical']
F	56	46.16	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
M	35	41.64	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'Mystery']
M	1	35.96	['Drama', 'Action', 'Comedy', 'Thriller', 'Documentary']
F	25	44.7	['Drama', 'Crime', 'Film-Noir', 'Documentary', 'Action']
M	56	45.82	['Drama', 'Comedy', 'War', 'Thriller', 'Documentary']
M	18	35.2	['Drama', 'Documentary', 'Crime', 'Thriller', 'Action']
F	18	21.24	['Drama', 'Comedy', 'Action', 'Thriller', 'Documentary']
F	25	44.72	['Drama', 'Romance', 'Comedy', 'Musical', 'War']
M	35	35.62	['Drama', 'War', 'Action', 'Thriller', 'Comedy']
F	35	51.52	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	1	28.04	['Drama', 'Comedy', 'Action', 'Romance', 'Animation']
M	35	32.92	['Drama', 'Action', 'Adventure', 'War', 'Thriller']
M	18	27.9	['Drama', 'Comedy', 'Romance', 'Crime', 'Documentary']
M	56	52.42	['Drama', 'Comedy', 'War', 'Animation', 'Romance']
F	50	54.48	['Drama', 'Comedy', 'War', 'Adventure', 'Documentary']
M	50	36.12	['Drama', 'Comedy', 'Animation', 'War', 'Thriller']
M	25	28.0	['Comedy', 'Drama', 'Action', 'Thriller', 'Animation']
M	25	46.2	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Romance']
F	35	35.12	['Drama', 'Comedy', 'Romance', 'Documentary', 'Film-Noir']
M	35	43.1	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	18	28.2	['Drama', 'Comedy', 'Documentary', 'Romance', 'Crime']
M	18	35.62	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
F	25	44.54	['Drama', 'Thriller', 'Crime', 'Film-Noir', 'Action']
M	25	34.64	['Drama', 'Action', 'War', 'Thriller', 'Crime']
F	18	34.54	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
F	35	53.1	['Drama', 'War', 'Crime', 'Film-Noir', 'Adventure']
M	45	37.8	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	35	41.46	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
F	35	26.48	['Drama', 'Romance', 'Comedy', "Children's", 'Documentary']
F	25	38.04	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	18	40.92	['Drama', 'Comedy', 'Adventure', 'Romance', 'Action']
F	50	57.98	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Documentary']
F	25	34.94	['Drama', 'Comedy', 'Action', 'Documentary', 'War']
M	25	48.72	['Drama', 'War', 'Crime', 'Thriller', 'Film-Noir']
M	25	38.44	['Drama', 'Comedy', 'War', 'Documentary', 'Thriller']
M	56	44.34	['Drama', 'Comedy', 'Thriller', 'War', 'Animation']
F	35	50.76	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
F	25	47.82	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Action']
M	45	36.82	['Drama', 'Horror', 'Comedy', 'Action', 'Thriller']
F	18	27.38	['Drama', 'War', 'Comedy', 'Action', 'Romance']
M	25	42.4	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Documentary']
M	25	37.94	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
F	45	34.16	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
M	25	27.62	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
F	25	43.14	['Drama', 'Comedy', 'War', 'Thriller', 'Animation']
M	45	50.52	['Drama', 'War', 'Crime', 'Film-Noir', 'Thriller']
M	56	43.5	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	35	43.22	['Drama', 'Documentary', 'Comedy', 'War', 'Film-Noir']
M	25	44.28	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Mystery']
M	25	47.64	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Film-Noir']
M	25	30.98	['Drama', 'Comedy', 'Documentary', 'Romance', 'Crime']
M	35	35.72	['Action', 'Drama', 'War', 'Thriller', 'Adventure']
M	18	42.62	['Drama', 'Comedy', 'Romance', 'Animation', 'Thriller']
M	35	36.14	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	45	53.52	['Drama', 'Thriller', 'Comedy', 'Romance', 'Film-Noir']
M	25	38.46	['Drama', 'Comedy', 'Animation', 'War', 'Adventure']
F	18	24.28	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
M	25	36.2	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	18	32.2	['Drama', 'Comedy', 'Romance', 'Documentary', 'Adventure']
M	25	37.58	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
M	18	30.92	['Drama', 'Comedy', 'Documentary', 'Animation', 'Adventure']
M	25	37.34	['Drama', 'Thriller', 'Action', 'War', 'Crime']
F	25	25.14	['Drama', 'Comedy', 'Thriller', 'Crime', 'Romance']
M	25	48.24	['Drama', 'War', 'Thriller', 'Film-Noir', 'Comedy']
M	25	27.52	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
M	25	46.28	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	25	29.88	['Drama', 'Action', 'Comedy', 'Crime', 'War']
F	18	36.74	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
M	35	44.68	['Drama', 'War', 'Thriller', 'Comedy', 'Sci-Fi']
F	25	41.26	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	25	29.42	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	26.38	['Drama', 'Comedy', 'Documentary', 'Animation', 'Sci-Fi']
M	35	36.4	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
F	25	34.68	['Drama', 'Action', 'Thriller', 'Crime', 'War']
F	45	46.18	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'Adventure']
M	35	49.92	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	56	50.22	['Drama', 'Thriller', 'War', 'Film-Noir', 'Comedy']
F	50	35.82	['Drama', "Children's", 'Romance', 'Comedy', 'Musical']
M	35	45.0	['Drama', 'Film-Noir', 'Comedy', 'War', 'Thriller']
M	25	37.84	['Drama', 'War', 'Comedy', 'Action', 'Adventure']
F	18	26.0	['Drama', 'Comedy', 'Thriller', 'Action', 'Crime']
M	25	37.04	['Drama', 'Comedy', 'Documentary', 'Romance', 'Mystery']
M	18	28.74	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
F	25	54.64	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Crime']
M	45	45.02	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Mystery']
M	25	41.96	['Drama', 'War', 'Comedy', 'Action', 'Adventure']
M	56	32.48	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
F	50	32.72	['Drama', 'Comedy', 'War', 'Romance', 'Musical']
F	18	39.06	['Drama', 'Comedy', 'Documentary', 'Mystery', 'Film-Noir']
M	25	37.02	['Drama', 'Comedy', 'Romance', 'Crime', 'War']
M	50	36.2	['Drama', 'Comedy', 'Thriller', 'Animation', 'War']
F	18	22.52	['Drama', 'Comedy', 'Thriller', 'Action', 'Crime']
M	50	51.54	['Drama', 'Thriller', 'Crime', 'Comedy', 'Film-Noir']
F	25	47.56	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	35	28.84	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	18	28.88	['Drama', 'Comedy', 'Action', 'Adventure', 'Animation']
F	35	52.16	['Drama', 'Film-Noir', 'Crime', 'War', 'Thriller']
F	25	41.36	['Drama', 'Comedy', 'Documentary', 'Animation', 'Film-Noir']
M	25	31.8	['Drama', 'Comedy', 'Action', 'Romance', 'Crime']
M	35	41.74	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
F	18	39.5	['Drama', 'Comedy', 'Adventure', 'Action', 'Romance']
M	25	35.5	['Drama', 'Comedy', 'Action', 'War', 'Romance']
F	25	34.02	['Drama', 'Romance', 'Comedy', 'War', 'Musical']
M	35	23.16	['Action', 'Drama', 'Comedy', 'Thriller', 'Sci-Fi']
F	35	39.58	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
M	1	25.34	['Comedy', 'Drama', 'Action', 'Romance', 'Sci-Fi']
M	25	25.4	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
F	18	29.24	['Drama', 'Comedy', 'Documentary', 'Romance', 'Crime']
M	18	36.44	['Action', 'Drama', 'Comedy', 'Western', 'War']
M	18	49.4	['Drama', 'Comedy', 'Film-Noir', 'War', 'Thriller']
M	18	27.86	['Drama', 'Comedy', 'Documentary', 'Crime', 'Romance']
M	25	36.16	['Drama', 'Comedy', 'Action', 'War', 'Crime']
F	35	41.4	['Drama', 'Comedy', 'Thriller', 'Romance', 'Musical']
M	56	42.78	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	56	41.98	['Drama', 'Action', 'War', 'Crime', 'Comedy']
F	1	22.28	['Drama', 'Action', 'Comedy', 'Adventure', 'Thriller']
M	18	52.48	['Drama', 'Comedy', 'Horror', 'Crime', 'Action']
M	25	38.84	['Drama', 'Comedy', 'War', 'Documentary', 'Film-Noir']
M	45	26.7	['Drama', 'Comedy', 'Action', 'War', 'Romance']
F	18	37.66	['Drama', 'War', 'Thriller', 'Crime', 'Action']
M	35	47.62	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Crime']
M	18	27.56	['Drama', 'Comedy', 'Crime', 'Thriller', 'Action']
M	35	29.84	['Drama', 'Comedy', 'Action', 'Animation', 'War']
M	35	26.16	['Drama', 'Comedy', 'Action', 'Adventure', 'Animation']
M	25	33.8	['Drama', 'Action', 'Comedy', 'Adventure', 'Sci-Fi']
M	25	26.12	['Action', 'Drama', 'Thriller', 'Comedy', 'Sci-Fi']
F	25	26.72	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
M	50	44.1	['Drama', 'War', 'Action', 'Comedy', 'Crime']
M	25	36.2	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	25	31.18	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	25	42.64	['Drama', 'Action', 'Comedy', 'War', 'Crime']
F	25	31.36	['Drama', 'Comedy', 'Romance', 'War', 'Crime']
M	18	43.7	['Drama', 'Comedy', 'Action', 'Documentary', 'War']
M	25	39.04	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	25	29.82	['Comedy', 'Drama', 'Action', 'Romance', 'Adventure']
M	35	36.48	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	25	36.98	['Drama', 'Documentary', 'Crime', 'Thriller', 'Action']
M	45	25.08	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	25	42.56	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
F	35	46.48	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
F	25	30.64	['Drama', 'Action', 'Thriller', 'War', 'Crime']
M	25	42.8	['Drama', 'Comedy', 'War', 'Adventure', 'Thriller']
M	35	41.34	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Animation']
F	35	40.24	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	18	35.74	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
F	35	33.12	['Drama', 'Comedy', 'Romance', 'Documentary', 'Musical']
F	45	35.28	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
F	35	46.96	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
F	56	40.5	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	56	38.02	['Drama', 'Romance', 'Musical', "Children's", 'Comedy']
F	45	39.2	['Drama', 'Thriller', 'Documentary', 'Crime', 'Comedy']
M	56	23.4	['Action', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure']
F	35	36.44	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	35	41.9	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Crime']
M	25	43.02	['Drama', 'War', 'Comedy', 'Adventure', 'Thriller']
M	18	25.94	['Drama', 'Comedy', 'Action', 'Documentary', 'Adventure']
M	18	35.94	['Drama', 'War', 'Thriller', 'Crime', 'Comedy']
M	35	44.0	['Drama', 'Comedy', 'Film-Noir', 'Romance', 'Crime']
F	18	23.34	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
M	18	27.98	['Drama', 'Action', 'Thriller', 'War', 'Adventure']
F	35	37.66	['Drama', 'Romance', 'Comedy', 'Musical', "Children's"]
M	25	46.76	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	18	24.32	['Drama', 'Comedy', 'Action', 'Documentary', 'Sci-Fi']
M	35	54.66	['Drama', 'Comedy', 'Adventure', 'War', 'Action']
M	35	59.32	['Comedy', 'Drama', 'Romance', 'Film-Noir', 'Thriller']
M	35	26.4	['Drama', 'Comedy', 'Romance', 'Documentary', 'Mystery']
M	25	37.66	['Drama', 'Comedy', 'Thriller', 'Action', 'Adventure']
F	45	31.64	['Drama', 'Comedy', 'Thriller', 'Action', 'Romance']
F	45	52.22	['Comedy', 'Drama', 'Romance', 'Musical', 'Thriller']
M	25	46.4	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	56	57.66	['Drama', 'Comedy', 'War', 'Thriller', 'Horror']
M	56	40.72	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
M	25	25.34	['Action', 'Thriller', 'Drama', 'Sci-Fi', 'Adventure']
F	56	42.96	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	1	34.98	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
F	45	45.72	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	35	34.88	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	45	48.32	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'Crime']
M	25	39.12	['Drama', 'Comedy', 'War', 'Adventure', 'Thriller']
M	18	29.2	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	51.58	['Drama', 'Comedy', 'Thriller', 'Romance', 'War']
M	45	41.52	['Drama', 'Documentary', 'Crime', 'Comedy', 'Thriller']
M	45	46.5	['Drama', 'War', 'Thriller', 'Action', 'Adventure']
M	18	27.7	['Drama', 'Comedy', 'Action', 'Documentary', 'Romance']
M	25	48.92	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Crime']
M	35	45.42	['Drama', 'Comedy', 'War', 'Thriller', 'Animation']
F	25	33.28	['Drama', 'Comedy', 'War', 'Romance', 'Crime']
M	25	22.94	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	45	31.48	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Mystery']
M	18	37.46	['Drama', 'Adventure', 'Comedy', 'Action', 'War']
M	35	36.96	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
F	18	33.64	['Drama', 'Comedy', 'Romance', 'Animation', "Children's"]
M	25	43.28	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'War']
M	25	53.8	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Mystery']
M	35	44.28	['Drama', 'Comedy', 'Thriller', 'War', 'Documentary']
M	25	49.36	['Drama', 'Comedy', 'Adventure', 'Thriller', 'Documentary']
M	35	34.4	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	25	43.76	['Drama', 'Comedy', 'Romance', 'Thriller', 'Film-Noir']
M	35	50.56	['Drama', 'Comedy', 'Documentary', 'Romance', 'Mystery']
F	25	46.28	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	25	42.58	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	25	46.76	['Drama', 'Crime', 'Thriller', 'Comedy', 'Adventure']
M	18	26.02	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
M	25	37.34	['Drama', 'Crime', 'Documentary', 'Action', 'Thriller']
F	18	45.08	['Drama', 'Comedy', 'Romance', 'Animation', 'Adventure']
F	45	43.78	['Drama', 'Comedy', 'War', 'Action', 'Film-Noir']
M	25	43.54	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Crime']
F	25	41.24	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	1	57.56	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
F	50	45.52	['Drama', 'Documentary', 'Comedy', 'War', 'Thriller']
M	50	41.62	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	35	27.6	['Drama', 'Crime', 'Thriller', 'Documentary', 'Comedy']
F	45	37.0	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
F	25	47.36	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
F	35	43.4	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	25	46.86	['Drama', 'Thriller', 'War', 'Film-Noir', 'Action']
M	35	36.86	['Drama', 'Action', 'War', 'Comedy', 'Crime']
M	35	53.5	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
F	45	39.56	['Thriller', 'Drama', 'Comedy', 'Action', 'Adventure']
F	35	36.02	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	35	28.3	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
M	18	25.14	['Drama', 'Comedy', 'Romance', 'Action', 'Thriller']
F	50	36.3	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	50.44	['Drama', 'Comedy', 'Thriller', 'War', 'Documentary']
M	25	28.78	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
M	18	28.02	['Drama', 'Comedy', 'Documentary', 'Action', 'Animation']
M	45	48.12	['Drama', 'Comedy', 'War', 'Film-Noir', 'Thriller']
M	35	40.2	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	25	45.1	['Comedy', 'Drama', 'Romance', 'Animation', 'Thriller']
M	35	37.72	['Drama', 'Comedy', 'Western', 'Horror', 'Thriller']
F	25	52.68	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
F	25	32.06	['Drama', 'Comedy', 'Crime', 'Animation', 'Documentary']
M	56	26.26	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
M	25	43.0	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	25	43.04	['Drama', 'Thriller', 'Comedy', 'Documentary', 'Crime']
M	25	31.06	['Action', 'Drama', 'Comedy', 'Adventure', 'Sci-Fi']
F	1	40.78	['Drama', 'Romance', 'Comedy', 'Musical', 'Thriller']
M	45	34.56	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	35	37.88	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
F	18	23.58	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
F	25	50.36	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
M	25	43.52	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
F	25	45.1	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
M	1	42.46	['Drama', 'Documentary', 'Comedy', 'Romance', 'War']
F	50	29.86	['Drama', "Children's", 'Animation', 'Comedy', 'Romance']
M	56	45.68	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	45	48.2	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	50	44.42	['Drama', 'War', 'Comedy', 'Thriller', 'Action']
M	35	35.88	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
M	25	43.66	['Drama', 'Comedy', 'Thriller', 'Crime', 'Film-Noir']
F	1	21.82	['Drama', 'Comedy', 'Romance', 'Action', 'Documentary']
M	35	24.86	['Action', 'Drama', 'Thriller', 'War', 'Adventure']
M	56	35.08	['Drama', 'Thriller', 'Comedy', 'Documentary', 'Crime']
M	50	48.74	['Drama', 'Action', 'Thriller', 'Comedy', 'Sci-Fi']
M	35	20.74	['Comedy', 'Drama', 'Horror', 'Romance', 'Documentary']
M	35	47.6	['Drama', 'Adventure', 'Action', 'Comedy', 'War']
M	25	44.84	['Drama', 'War', 'Comedy', 'Thriller', 'Film-Noir']
M	35	49.76	['Drama', 'Thriller', 'Action', 'Adventure', 'Comedy']
M	18	27.22	['Drama', 'Comedy', 'Animation', 'Documentary', 'Action']
M	45	31.34	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	18	26.08	['Action', 'Comedy', 'Drama', 'Adventure', 'Thriller']
M	25	31.36	['Drama', 'Action', 'Comedy', 'Documentary', 'Adventure']
F	35	43.12	['Drama', 'War', 'Action', 'Crime', 'Adventure']
M	18	42.68	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Film-Noir']
M	50	44.58	['Drama', 'Comedy', 'Action', 'Crime', 'Thriller']
M	1	33.9	['Drama', 'Action', 'Romance', 'Comedy', 'War']
M	25	30.78	['Drama', 'War', 'Action', 'Thriller', 'Crime']
M	18	25.0	['Drama', 'Comedy', 'Action', 'Adventure', 'Documentary']
F	45	45.34	['Drama', 'Comedy', 'Romance', 'War', 'Animation']
M	45	46.16	['Drama', 'Thriller', 'War', 'Crime', 'Adventure']
M	18	37.76	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	18	31.74	['Drama', 'Comedy', 'War', 'Crime', 'Action']
F	45	40.46	['Drama', 'Comedy', 'War', 'Documentary', 'Thriller']
F	25	40.62	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
