#gender,age,occupation,zip,imrovement
M,1,10,07652,4
F,25,7,03862,2
F,18,4,27514,3
M,35,20,45236,3
M,18,17,19030,0
M,18,12,55123,0
M,35,0,75023,2
M,25,4,97330,4
F,25,12,55438,2
M,18,4,44056,3
F,25,3,98501,3
M,18,20,86001,3
F,18,4,48104,2
M,35,12,94025,3
M,35,11,20879,1
F,50,11,87004,3
M,35,5,92801,4
M,25,11,76309,2
M,18,0,62225,3
M,56,18,53404-1230,2
F,1,10,77477,2
M,25,20,72701,3
F,25,4,22207,3
M,45,14,95002,2
M,35,6,75225,3
M,25,20,95380,2
F,25,7,98109,3
F,45,6,19802,2
M,35,12,95833,2
M,18,3,85226,3
M,25,3,85013,3
F,18,4,45750,4
M,35,5,98465,2
F,18,4,34243,2
F,56,1,20815,2
F,35,0,90004,2
M,25,2,91910,1
M,50,1,45385,3
M,35,11,38135,2
M,50,2,10028,1
M,25,0,94122,1
M,45,7,67301,4
F,45,17,27616,3
M,18,0,46250,3
M,1,10,81301,3
M,25,4,22903,2
M,18,4,40205,4
M,25,17,28262,2
M,25,15,12203,3
F,18,20,49321,2
M,25,17,78730,2
M,56,13,27514-3540,3
F,45,15,78750,2
F,35,16,78222,4
F,25,3,06810,3
F,35,7,60302,4
M,18,2,10012,5
M,25,7,21117,3
M,25,7,60046,2
F,25,7,22209,3
M,25,2,90401,2
M,18,4,55414,3
M,25,2,32118,2
M,25,2,32118,2
F,25,0,10003,3
M,25,12,30337,2
M,25,7,10025,2
M,25,4,70115,1
F,45,3,55125,0
M,1,14,19147,1
M,50,16,93003,4
M,18,4,29201,1
F,18,4,95132,2
M,50,16,92612-3417,1
M,56,7,55105,2
M,45,7,98028,2
M,50,2,50310,4
M,35,7,75214,2
F,18,4,68154,3
M,18,4,43214,3
M,25,14,60153,2
M,18,10,90274,3
M,50,7,55105,2
M,18,4,44074,3
F,56,0,14850,4
F,1,0,14167,1
M,18,1,04101,3
M,1,10,05667,4
M,50,7,52402,2
F,18,1,60640,2
F,25,3,07960,0
M,50,2,90029,3
F,45,3,48130,2
M,35,4,37917,1
F,35,20,75287,2
F,50,18,20706,2
M,18,0,10009,1
M,25,1,53706,4
M,25,20,90027,0
F,45,0,55419,3
F,18,4,95008,4
M,35,7,90020,4
M,18,4,27607,4
M,35,12,92009,2
F,45,12,61554,2
F,50,6,33436,4
F,56,13,55104,3
M,35,5,48342,1
M,35,20,32708,0
F,50,2,22207,2
M,18,4,31201,3
F,35,7,98074,1
F,35,16,80401,3
M,56,13,90740,3
M,25,17,01752,3
M,35,1,74012,3
M,56,11,12144,3
M,35,6,60025,2
M,18,4,80631,3
M,25,2,10023,3
F,25,4,46807,2
M,45,2,06513,2
F,25,9,32712,3
M,50,12,60148,2
M,35,2,13676,1
M,25,18,62330-1408,1
M,25,0,84119,2
M,25,1,55105,1
M,25,7,45011,2
M,56,16,60610,0
M,18,14,10024,3
M,35,1,55127,2
F,18,9,94538,2
M,18,0,23455-4959,3
M,35,14,92084,2
M,56,1,32940,3
M,25,7,60137,1
M,25,14,68502,2
M,35,17,95125,3
M,25,1,28027,2
F,50,0,55042,3
M,50,17,23233,3
M,18,20,02601,3
M,45,12,55117,4
M,25,7,02035,1
M,56,0,55108,2
M,25,8,95380,1
M,35,6,18249,2
M,50,0,98826,4
M,25,2,48197,3
M,45,17,18036,0
M,35,6,60061,2
M,25,15,92656,4
F,25,4,15701-2017,3
M,25,14,80232,2
M,25,6,73118,2
M,25,1,43214,3
M,56,1,13077,2
F,25,20,55428,2
M,35,15,83616,0
F,25,1,26542,3
M,25,14,55104,2
M,18,4,33168,1
M,18,6,30064,3
M,25,2,84321,4
F,18,10,13090,4
M,35,17,77584,1
M,25,0,45458,1
F,56,3,48130,2
M,50,15,13039,2
M,45,1,13214,2
M,56,13,52003,3
F,25,6,22923,3
M,45,11,72316,2
M,25,7,95616,3
F,35,17,30096,2
M,45,0,45248,1
F,35,9,83616,2
M,25,15,06460,3
F,45,6,84318,3
M,45,13,53132,4
M,18,0,98021,2
M,35,5,34786,3
M,56,7,20814,4
M,25,0,06451,2
M,35,17,94022,4
M,35,14,06040,2
F,56,13,13057,3
F,25,9,49424,3
F,35,0,49504,2
M,50,14,95823,2
M,25,14,94110,0
M,50,6,13210,3
M,35,7,55124,2
M,25,20,46802,2
M,45,15,64081-8102,3
M,35,7,19610,3
F,25,1,97201,3
M,25,11,60611,0
F,45,1,12538,2
M,50,6,90504,1
F,56,13,90241,3
M,25,17,11354,5
M,25,20,60615,2
M,25,0,19004,3
F,56,13,78737,3
M,50,16,92129,3
M,18,4,90048,3
M,56,2,91321,2
F,18,1,94606,3
M,35,7,94306,3
M,50,7,95008,2
M,25,7,94043,3
M,45,14,95148,3
F,50,7,12866,3
M,35,7,74401,4
M,45,7,43065,3
M,25,15,94065,2
M,25,14,53048,3
M,18,1,50201,1
M,50,17,90031,1
F,25,0,04473,3
M,25,15,94040,3
M,25,7,05346,4
M,35,17,62958,3
F,18,4,63144,3
M,35,0,02108,2
F,18,4,55406,3
M,25,7,63105,4
M,18,0,55129,1
M,50,19,13903,2
M,18,12,02215,2
M,25,4,55369,4
M,35,12,03062,3
M,25,11,48825,2
M,25,16,48309,4
F,25,0,24017,2
F,18,20,495321,3
M,25,1,24060,3
M,45,15,60035,3
F,1,10,22932,3
M,35,6,95521,3
F,25,6,80236,2
M,25,14,06405,3
M,25,0,55408,4
M,35,12,14619,3
M,35,0,06403,4
M,56,1,15701,2
M,18,12,78750,3
F,50,1,14850,2
M,1,10,95123,2
F,35,9,07728,1
F,25,4,63119,2
M,45,1,50011,3
M,18,20,02446,1
M,25,7,80303,4
F,45,20,89134,3
F,45,1,15208,3
F,45,6,48867,3
M,25,12,27410,0
M,18,12,55113,2
M,45,1,48867,2
M,35,0,98503,3
F,25,0,37203,2
M,25,14,60614,2
M,45,17,22181,3
F,18,0,45212,2
M,25,17,36092,2
F,35,6,54971,3
M,18,17,53818,4
M,35,20,60640,2
M,25,4,77345,3
M,45,7,03840,2
M,25,4,85719,5
F,35,3,48237,4
M,25,12,94131,4
F,45,6,63135,1
M,25,12,94114,1
M,50,16,60060,3
M,18,14,43613,2
F,50,1,62901,3
M,18,4,98225,4
F,50,20,95404,3
F,18,1,20003,2
F,45,14,22206,3
M,50,13,56342,2
M,25,0,98102,3
M,50,1,46077,2
F,25,1,35243,4
M,35,12,92507,4
M,25,20,41706,1
M,35,16,94108,2
M,18,17,57106,1
F,1,0,90012,4
F,25,1,68503,3
F,35,7,60137,2
M,50,6,55115,2
F,25,6,89523,2
M,56,17,55104,4
M,25,7,55409,3
F,56,3,75001,3
F,35,4,48103,4
M,25,0,94110,3
F,25,4,48104,1
M,50,17,91977,3
F,18,4,48104,2
M,35,3,94109,2
M,35,1,22181,3
F,35,0,08009,1
M,18,4,10027,1
M,25,7,06851,4
F,18,0,48104,2
M,1,0,48302,1
F,50,3,91911,5
F,50,0,02421,2
M,18,2,02066,2
F,18,1,60914,3
M,25,8,22046,3
M,25,0,03867,2
M,35,16,77301,4
F,25,4,94117,2
M,25,7,84095,3
M,35,18,10463,2
F,45,9,95661,1
M,25,7,98115,3
F,25,3,27606,3
M,56,7,20003-2712,1
M,45,17,48073,3
M,25,17,94538,1
F,35,7,07601,1
F,25,6,72211,3
M,18,12,55112,1
M,50,16,13045,3
F,18,17,97070,3
F,18,4,11214,3
F,25,6,97116,4
M,18,4,91301,2
F,56,13,95320,3
M,35,0,98368,2
M,25,17,93933,0
M,1,10,98043-3621,3
F,18,0,92626,2
F,56,6,08753,3
M,18,17,92109,3
M,25,7,94105,2
F,18,4,49525,2
M,50,14,60504,2
F,25,0,40241,3
M,25,7,55902,1
M,25,1,70458,2
M,35,0,74011,2
F,25,3,60606,2
M,25,17,77059,2
M,25,15,12345,3
F,35,7,55441,3
F,25,4,72801,3
M,25,7,32835,3
M,56,13,89128,2
M,35,17,46229,2
M,18,16,11211,4
F,18,20,45202,4
M,18,4,48197,3
F,25,1,95336,2
M,25,0,98115,3
M,50,7,94404,2
M,25,17,94089,2
M,18,3,98122,2
M,18,4,85035,3
M,45,14,22901,1
M,56,0,94043,3
F,35,2,11218,2
M,25,4,22030,3
M,25,7,20016,3
F,25,0,98115,1
M,1,10,12159,1
M,35,16,07030,1
F,25,6,90405,3
M,35,14,60657,2
M,18,14,60194,2
M,35,11,85044,3
M,35,20,80222,2
F,35,0,90403,1
M,50,1,19481,3
F,1,7,20852,2
M,45,14,05602,0
M,56,14,96744,3
M,25,2,75287,4
M,45,7,10543,2
F,25,0,65550,2
F,35,1,22947,3
F,25,1,08904,4
M,35,7,06905,2
F,25,15,87801,2
M,18,2,10010,3
F,18,1,07666,1
M,45,20,02446,4
M,18,17,02114,3
M,35,7,20901,4
M,25,7,19003,2
F,45,3,78759,2
F,35,1,54650,1
F,25,7,11753,2
M,25,20,10002,1
F,18,14,84101,2
F,18,1,02144,3
M,18,10,78230,2
M,25,17,94506,5
F,35,20,76205,3
M,35,20,10025,3
M,25,17,95209,2
M,25,15,94903,4
M,18,4,97266,4
M,35,7,2020010,1
M,25,4,16801,2
M,45,7,46112,3
M,25,12,55117,0
M,18,17,91505,2
F,18,4,60014,4
M,25,4,60056,2
M,35,11,40242,1
M,18,0,53051,2
M,50,16,90027,3
M,35,7,07040,3
M,35,14,48187,3
M,25,15,99353,3
M,45,18,47129,3
M,35,17,58503,3
M,25,15,32603,2
M,25,3,91221,3
M,50,1,39401,2
M,18,16,06510,3
M,45,1,03909,4
M,45,15,63119,3
M,18,20,67212,3
M,18,4,64154,3
F,35,20,78006,1
M,35,7,80129,5
M,25,18,10309,4
M,35,12,80206,3
M,18,4,26241,2
M,25,7,60559,2
F,35,1,29070,2
M,25,18,55412,2
F,35,4,44485,3
M,25,0,19010,3
M,45,0,20851,3
F,45,5,48341,4
M,35,12,10036,3
M,35,15,19406,2
M,25,18,85213,3
M,25,17,48092,5
M,18,17,92886,3
M,25,2,11106,2
F,35,0,55459,3
M,25,12,55405,3
M,25,17,97401,2
M,35,11,20895,1
M,18,17,94063,2
M,25,0,92646,4
M,25,17,91107,3
F,35,7,78704,3
M,35,13,63130,3
F,35,3,95405,3
M,35,20,94506,2
F,25,15,02445,2
M,18,12,60640,5
F,1,10,02879,1
M,35,16,16844,4
F,35,9,02879,3
F,25,17,92084,3
M,25,20,10010,3
F,50,16,92026,1
F,25,3,52001,3
M,25,4,55417,3
M,18,12,90045,4
M,35,7,14607,1
M,18,4,55344,3
F,1,10,55068,3
M,35,7,21013,2
M,18,12,90250,1
M,56,13,13685,3
M,50,13,41076,0
F,35,9,61270,3
F,45,1,43202,2
M,50,17,14568,1
M,35,11,94306,4
F,45,9,13203,3
F,45,2,37923,1
M,25,12,84062,2
M,25,12,91106,2
F,25,7,78666,2
M,25,12,91101,3
F,45,6,02135,2
M,45,7,01904-1355,1
F,35,7,94602,3
M,35,14,89119,2
M,56,13,92115,3
F,50,2,94530,1
M,50,6,94702,2
M,25,17,60153,2
M,25,17,67443,3
M,35,18,13027,2
F,1,10,00681,2
M,18,1,60626,2
M,50,1,01778,1
M,56,14,02632,2
M,1,10,55616,2
M,45,0,03060,4
M,25,0,01701,4
F,25,3,92103,2
F,18,4,88119,4
F,50,3,33615,1
M,35,0,90254,4
M,18,2,12345,3
M,35,14,55410,3
M,25,4,60614,4
M,25,17,27707,4
M,25,16,80126,3
M,45,6,53216,1
M,35,6,91103,3
M,50,6,42420,2
M,25,4,30349,1
M,35,12,78230,4
M,25,6,19428,2
M,25,0,33073,3
M,45,17,99005,2
M,18,15,45215,3
M,25,7,60657,2
M,45,17,18049,3
F,35,11,15116,2
F,1,10,03608,2
M,25,2,55125,0
M,45,1,47933,3
M,25,17,90031,3
M,25,7,84088,2
M,25,5,43221,2
F,25,7,48105,3
M,25,14,78267,2
M,25,20,90046,3
M,25,6,92111,3
F,56,13,02136-1522,3
M,18,4,44685,1
M,25,17,02139,3
M,50,16,80442,4
M,45,19,53572,2
M,18,4,58601,1
M,18,14,85282,2
M,56,17,03801,3
M,25,3,48220,2
F,35,7,60625,4
M,25,1,19103,2
M,35,0,42025,3
F,25,0,55408,2
M,18,17,02139,2
M,18,4,16802,1
F,18,4,98125,1
M,18,4,92122,3
M,25,5,46239,1
M,35,7,48306,2
M,18,19,40475,2
F,25,0,55405,2
M,18,5,48185,2
M,25,17,03038,4
M,56,7,55430,2
M,35,16,61600,3
F,56,0,98374,2
M,25,5,55447,1
M,18,4,01095,3
M,18,4,11364,4
M,18,17,66044,2
M,45,12,40515,2
M,25,0,02134,2
M,25,0,36301,3
M,25,12,97330,2
M,1,19,75602,2
M,35,11,70118,3
F,35,20,98119,1
M,25,4,92614,2
M,25,7,23423,0
M,45,2,98011,3
M,25,4,19713,2
M,25,4,20008,4
F,25,2,53523,0
M,18,4,19146,2
M,25,0,19152,1
M,35,7,52003,3
M,50,11,20852,3
M,25,11,20878,2
M,35,17,14302,3
M,35,12,96555,0
F,25,7,34952,3
M,35,7,78705,1
M,1,10,63123-1507,1
M,45,11,70802,2
M,25,20,98105,3
F,18,4,77581,2
M,35,0,94110,4
M,45,0,46060,2
M,18,10,11235,2
M,35,7,50265,1
M,50,19,59457,2
F,35,9,55410,2
M,25,7,91344,4
M,35,12,94402,4
M,45,12,02151,3
F,18,4,14850,3
F,25,7,92108,3
F,25,17,75006,2
M,35,2,95602,3
M,50,16,98516,3
M,25,14,15241,3
M,45,17,87505,5
M,18,4,77845,3
M,25,12,94121,2
M,35,7,80526,3
M,25,16,08826,3
M,50,3,75650,2
M,25,7,34695,4
M,1,19,03226,4
M,56,0,27705,1
M,45,7,48170,1
M,18,4,68144-2410,3
M,56,7,08854,1
M,45,7,80525,3
M,25,5,89114,2
M,25,5,60010,3
M,35,6,37853,4
F,1,10,98103,3
F,25,4,78728,2
M,25,14,81679,4
M,25,20,85719,4
M,18,4,02454,2
M,25,0,31605,3
M,25,14,49355,3
M,18,4,02111,3
F,25,20,94014,3
M,35,12,10011,3
F,35,0,02138,0
M,18,20,10036,2
F,18,4,97339,0
M,18,4,55414,3
M,18,1,94706,2
M,35,7,91304,1
F,25,9,32212,2
F,1,10,55305,1
M,56,16,03070,2
M,50,0,20815,2
M,35,1,59801,2
M,1,2,04101,2
F,25,0,53589,3
F,50,20,50010,3
F,25,1,92646,1
M,18,0,13603,2
M,18,4,97215,3
M,35,17,53703,3
F,25,0,53713,3
M,25,2,91602,2
F,18,1,94578,3
M,25,7,92130,2
M,25,4,91911,2
M,50,16,91360,3
M,25,7,77006,1
M,25,7,85037,2
M,25,17,80123,3
M,35,18,85275,2
M,25,17,85710,3
M,35,7,63125,1
M,56,18,56716,3
M,35,0,14228,3
M,50,7,10805,3
M,56,17,97146,2
F,50,20,95051,2
M,45,0,12065,2
M,56,1,95117,2
M,25,17,06460,4
M,25,7,02840,2
M,25,5,10011,3
M,50,16,95070,4
M,25,16,22207,3
M,25,12,19067,1
M,25,0,80231,3
M,1,0,05667,3
M,18,12,97205,2
M,45,20,87505,0
M,18,4,61820,3
F,18,4,02215,4
M,25,4,44514,2
M,45,3,55421,3
F,25,0,19355,3
F,35,7,19143,2
F,25,9,66212,4
M,25,3,94123,1
M,45,1,02482,2
M,1,10,11803,2
F,35,3,83001,3
M,25,2,90004,2
M,50,12,12184,4
M,25,17,80461,2
M,25,4,22030,2
M,35,0,30030,4
M,25,4,53711,4
M,35,2,94587,3
F,35,20,94598,4
M,25,4,55112,1
M,25,17,20910,1
F,25,3,97330,2
M,25,3,22601,0
M,25,5,80916,2
M,25,12,94110,3
M,35,7,55116,3
M,35,18,55434,3
F,56,2,55113,2
M,18,0,98765,3
M,25,7,80202,4
M,35,2,55410,3
M,18,4,23233,1
M,56,6,77096,2
M,25,7,92691,3
M,50,7,34243,2
M,18,16,42141,3
F,25,0,23221,3
M,25,16,95437,3
M,35,3,97202,3
M,25,14,55305,2
M,50,0,45420,3
M,45,5,98502,1
M,25,17,90505,2
M,45,11,01772,3
M,25,17,02135,3
M,25,20,91505,3
M,18,4,33143,2
F,56,16,90039,2
M,35,0,60914,2
M,56,17,92069,2
M,35,16,02139,2
F,35,0,20723,3
F,25,2,63119,4
F,1,19,14850,2
M,25,0,97212,1
F,18,0,64030,4
F,25,1,97225,3
M,1,10,21030,3
F,45,1,78231,1
M,35,17,26505,3
M,25,15,28226,1
M,18,20,02038,4
F,18,4,02142,3
M,25,16,47901,2
M,35,6,78746,1
F,35,2,22030,4
M,25,17,33823,3
M,25,6,70003,2
M,50,6,93111,3
M,25,0,30096,4
F,18,2,13603,1
M,56,16,66502,2
M,18,11,65202,2
F,56,0,98115,2
M,50,20,30030,3
F,35,14,55014,3
F,35,0,55303,3
M,25,2,02903,2
M,56,7,12345,4
M,25,2,90038,2
M,18,4,78250,4
M,25,0,06708,2
M,25,6,94127,3
M,50,1,88001,4
M,50,1,60062,1
M,18,4,77005,3
M,18,4,77005,2
F,18,4,78705,2
M,56,17,75225,3
M,35,0,80027,1
F,25,4,53951,3
M,18,4,10013,3
M,25,12,41042,1
M,25,12,02139,0
M,35,1,48116,4
F,1,10,48105,5
M,35,2,48104,2
F,45,1,01604,3
M,35,3,48107,3
M,25,17,61615,1
M,25,8,50309,2
M,50,12,06082,3
F,25,6,55433,3
M,18,12,02143,3
M,25,20,11717,4
M,45,16,92807,3
M,35,12,85257,2
M,25,12,89502,3
M,18,14,80023,4
M,35,12,95124,2
M,56,15,92119,3
M,25,12,94086,2
M,50,17,94611,2
M,45,20,93108,2
M,25,12,46725,3
M,35,16,92352,3
M,35,2,95008,3
M,35,0,91006,2
M,56,13,02356,2
M,1,0,02780,4
F,35,0,13064,2
M,35,12,61614,3
M,35,3,46033,2
M,25,0,12306,3
M,18,4,12309,2
M,56,14,02632,2
M,25,5,04103,2
F,45,1,46737,1
F,25,1,02453,1
M,25,12,91423,2
F,25,1,970025,3
F,18,4,84109,2
M,25,4,92037,3
M,1,10,60423,3
F,35,11,05602,3
M,35,14,01060,3
M,25,7,60115,3
M,45,14,30005,3
M,1,10,60423,2
M,35,20,84010,2
M,56,14,11779,3
M,45,7,75080,3
F,1,10,47403,3
M,56,13,32837,3
M,35,7,66224,3
F,35,9,48336,0
F,25,0,55071,2
M,25,17,99709,4
M,18,4,06520,0
M,35,17,50021,2
F,45,6,78758,2
M,18,2,21202,1
M,18,4,20006,4
M,18,4,02139,3
F,25,20,45409,3
M,18,20,22203,2
F,18,3,22305,2
M,45,1,16801,2
F,50,1,29642,2
M,35,17,03820,3
F,45,6,04578,5
M,50,1,27705,4
M,35,16,46214,4
M,25,0,94086,3
M,18,4,53233,3
M,25,17,35808,3
F,56,2,20783,2
M,56,12,04085,2
M,25,16,04101,3
M,45,0,60543,0
M,25,4,49456,2
F,18,4,90066,2
F,50,2,97424,3
M,25,20,91740,3
F,25,6,32812,0
M,25,2,33133,3
F,25,6,74105,2
M,35,14,63304,3
M,25,14,54915,4
M,25,11,02169,2
M,25,18,53572,2
F,18,1,33143,2
M,25,0,98503,3
M,25,12,87571,2
F,25,17,94613,2
M,25,4,64112,3
M,35,8,98674,4
M,25,7,01850,2
M,25,0,94403,4
M,25,18,26104,2
F,35,1,94044,4
F,25,6,72703,2
M,35,7,72703,2
M,18,4,78613,2
M,56,7,32137,3
M,25,12,98007,3
M,25,17,78749,1
M,18,12,95120,3
F,35,5,12345,1
M,35,19,55421,4
M,35,17,55407,2
M,25,4,16802,3
M,25,7,43228,3
F,56,13,60076,1
M,25,17,27609,3
M,35,7,19004,2
M,18,17,94941,1
M,50,0,62025-8000,3
F,25,0,02138,1
M,18,4,55104,2
M,25,12,22903,4
F,25,0,94107,3
F,35,6,94214,4
F,18,9,99703,2
M,25,16,98208,2
M,25,12,94520,1
M,25,17,94122,2
F,45,0,10022,2
M,35,14,53092,2
M,50,13,91977,2
F,25,0,94403,3
M,18,1,53703,3
F,25,1,79928,2
F,25,0,48067,3
F,50,13,55447,4
M,18,10,92130,2
F,25,11,23220,3
F,25,4,73160,2
F,25,0,92870,2
F,25,3,92831,3
M,25,12,92880,1
M,35,7,07663,4
M,25,17,10003,2
M,18,1,95864,3
M,18,0,49506,4
M,1,10,80540,2
F,25,15,15213,2
M,35,1,33304,3
M,25,0,32225,2
M,35,7,94506,3
F,50,6,97005,1
M,50,3,89102,1
F,1,10,495321,4
M,50,6,08108,3
M,35,7,06460,3
M,25,5,55414,3
M,56,6,91011,2
F,25,3,54016,2
M,56,0,90049,1
M,45,1,60091,3
M,25,20,11230-1710,1
M,25,12,91104,1
M,25,4,14607,2
F,1,10,04240,4
M,50,7,13088,2
F,35,6,06512,3
F,35,7,75601,2
M,56,13,78681,3
M,25,7,14302,3
M,18,7,11434,2
M,50,17,55117,3
M,35,14,91324,0
F,25,9,43420,3
F,25,2,75070,4
M,35,0,55105,3
F,18,1,11375,2
M,35,11,10022,2
M,25,14,46268,3
M,18,15,06114,3
F,50,6,15333,2
M,25,7,55441,1
M,25,14,10021,2
F,18,4,02138,3
M,35,1,92614,3
M,35,15,78250,3
F,25,0,60156,4
F,18,4,10025,3
M,25,15,08876,3
F,18,0,34744,4
M,18,4,12188,3
M,25,12,92688,2
M,25,17,98115,2
M,25,11,75801,0
M,25,7,08550,2
M,35,17,95476,4
M,18,19,22030,4
M,45,17,40031,4
F,1,10,94539,3
M,1,0,11803,3
M,25,7,77252,2
M,25,20,55410,2
F,50,0,97403,2
F,35,6,45459,2
F,18,4,31207,1
M,25,0,92646,2
M,35,20,77008,4
M,18,4,55404,4
M,45,2,10920,2
M,25,7,02139,3
M,35,0,70748,3
M,25,1,43026,1
M,25,0,60657,0
F,18,0,02143,2
M,35,14,74012,2
M,35,7,19004,1
M,18,4,78759,3
M,18,4,80513,3
M,35,7,95008,0
M,25,7,54942,1
M,50,16,78411,2
M,56,14,55337,0
F,35,12,55303,4
M,18,20,85054,1
M,45,0,27312,3
M,25,7,30041,2
M,50,1,56723,3
M,45,15,85255,3
M,18,12,84041,1
M,25,20,33626,2
M,18,1,92802,2
M,18,7,44039,2
M,35,7,08876,4
F,25,1,01860,1
M,45,16,20880,2
M,50,0,21050,1
M,35,12,88005,3
F,18,4,80228,4
M,45,12,53716,3
M,18,4,55128,2
F,25,5,43229,2
M,35,18,55448,2
M,35,14,22180,2
F,50,3,55112,3
F,50,9,59072,3
M,35,13,78252,2
M,35,7,02115,1
F,50,7,10022,2
M,35,20,60440,2
M,18,4,33023,3
M,25,7,94117,3
M,18,1,02446,3
M,18,10,48439,2
M,25,16,45242,3
M,56,13,92120,2
M,45,7,48103,4
M,56,1,48104,1
F,25,16,02465,3
M,50,6,13035,0
F,56,7,01562,1
M,50,17,48197,3
M,35,17,03824,2
M,25,17,90245,1
M,45,17,13152,1
F,25,1,02460,1
M,35,7,03885,4
M,50,1,55126,3
M,25,0,90028,3
M,18,19,82070,4
M,25,7,91911,2
F,25,11,06107,4
M,35,17,94533,3
M,18,12,36115,1
M,35,0,32506,3
M,1,10,02818,2
F,25,7,22201,3
M,25,17,60042,3
M,18,4,43202,3
M,50,17,07728,4
M,25,17,53188,4
M,1,12,02138,2
M,18,4,63141,4
F,25,1,55410,3
M,25,6,94108,1
M,35,1,94121,4
M,18,20,63132,1
M,18,4,10020,3
M,35,7,28805,3
M,45,2,94102,5
M,45,1,50588,1
F,35,12,94014,2
M,35,15,85282,3
F,35,9,37843,2
M,18,12,98105,3
M,45,7,55438,3
M,45,5,31901,2
M,35,14,95746,3
F,45,1,60417,2
M,50,15,63121,2
F,18,20,94410,2
M,35,5,91343,3
F,35,12,46755,2
M,1,10,60565,3
F,35,14,02130,0
M,18,4,72212,3
M,45,12,64117,4
M,45,5,60647,1
M,18,4,60115,2
F,18,4,44106,4
M,50,6,44333,3
M,25,15,94303,2
M,1,10,44224,2
F,50,1,36067,3
M,18,4,98117,2
M,25,7,33916,3
M,18,0,48314,4
F,50,0,66762,1
M,50,1,44240,1
M,18,4,44502,4
M,25,6,35205,3
M,35,7,75229,3
F,18,4,94305,2
M,35,20,30306,3
M,56,7,91356,3
M,45,14,01701,2
F,45,3,01770,4
M,25,4,48127,3
M,25,11,20164,3
M,25,20,90048,2
F,25,4,70808,4
M,25,4,94703,1
F,35,17,78681,3
F,35,3,04108,3
M,56,11,13760,2
F,18,2,14616,1
F,25,9,60201,2
M,25,3,60626,3
M,25,17,75146,4
M,35,7,77565,1
M,50,20,94117,2
F,35,12,43528,3
M,56,15,79068,2
M,35,20,10038,3
M,18,0,55404,3
M,1,1,48304,3
M,35,7,70116,0
M,18,4,44646,4
M,25,4,43138,4
M,35,1,01020,4
F,25,7,94043,2
F,25,6,53202,2
M,50,16,06430,3
M,35,5,64801,3
M,35,1,20653,3
M,25,7,10025,2
M,18,16,94709,2
F,25,15,91902,0
F,1,19,14850,3
M,25,2,55405,4
M,18,4,92833,3
M,18,0,02780,4
F,25,7,75093,3
M,50,3,96714,3
F,18,17,55449,2
F,35,6,33314,2
F,56,0,00231,4
M,50,7,68046,3
M,18,4,10044,2
M,1,10,48867,4
M,35,11,04287,2
M,45,16,63128,2
F,35,6,08043,2
M,35,7,52402,1
M,35,11,98443,1
M,56,17,28704,1
M,56,13,19312,4
F,25,4,94110,1
M,45,0,24541,3
F,25,0,55345,4
F,25,15,94901,2
F,18,4,94122,4
F,35,20,91324,3
M,25,0,55126,4
M,25,12,55346,2
M,35,11,32082,3
M,50,17,45420,3
M,18,4,16803,3
M,25,7,55408,4
M,25,7,02150,1
F,50,7,86001,3
M,35,17,97330,1
M,25,20,94122,2
F,18,5,43201,2
F,25,4,90034,2
M,18,0,17844,2
F,25,4,91740,2
M,25,7,48326,3
F,18,9,62225,2
M,18,12,90210,0
M,18,18,98118,1
M,25,20,90046,2
M,25,0,95819,3
M,35,17,95610,2
M,45,2,90813,1
M,18,19,98034,2
M,50,14,85202,3
M,18,4,78666,3
M,25,7,02420,4
M,25,5,32839,3
M,45,14,02021,3
M,18,17,78758,1
M,25,14,46940,4
M,50,5,95401,3
M,35,0,02115,4
F,45,15,20910,4
M,25,12,92130,1
M,25,19,90214,1
M,56,16,60610,1
M,35,15,77007,1
M,50,0,23518,1
M,35,20,10036,3
M,25,7,94022,3
F,18,4,73070,3
F,25,3,12866,3
M,1,10,15208,3
F,35,11,22043,1
F,35,0,46234,2
M,56,19,06040,4
F,1,10,53704,3
M,18,4,01375,2
M,25,4,08540,1
M,35,17,55934,3
M,18,4,90024,3
M,35,0,28209,4
M,25,12,21401,2
M,35,16,11358,3
M,56,13,17033,4
F,45,11,40204,2
M,35,14,08750,3
M,50,16,10025,3
F,25,0,92646,2
M,18,19,55912,3
F,25,0,90212,3
F,18,3,45244,3
M,18,0,47901,2
M,35,0,29063,3
M,35,0,55405,3
M,45,13,30030,4
M,35,1,10918,4
M,35,17,49508,2
M,35,16,98133,1
M,18,4,22807,1
F,45,16,14468,1
F,45,1,04258,1
M,1,10,95926,2
M,35,20,94122,1
F,25,17,98034,3
F,35,0,90278,3
M,50,7,55075,2
F,45,20,04240,0
F,25,2,94040,1
M,35,1,27909,4
M,25,1,92116,2
M,35,14,33701,3
M,45,6,92103,4
F,35,20,98103,2
M,35,15,48187,3
M,50,1,74105,2
F,25,9,84037,1
M,50,1,77706,3
M,25,2,60640,3
M,25,1,04086,3
M,25,4,04309,3
F,25,6,02118,3
F,45,13,37922,1
F,35,12,91104,0
M,25,2,95831,3
M,25,16,48324,3
M,18,4,97215,2
M,18,0,10002,3
F,25,12,53154,3
M,35,12,08902,3
F,25,1,48067,4
F,35,16,95003,3
M,25,20,11102,3
M,35,13,89128,4
M,45,17,40515,2
M,18,17,76116,3
M,35,17,30303,2
M,35,1,55430,2
F,35,20,61821,3
M,25,20,02139,3
M,25,1,96930,3
